event_id,event_type,event_date,primary_country,location_text,lat,lon,low_confidence,article_count,article_indices,rapidpopdescription,magnitude,depth,maximum_wind_speed_kmh,maximum_storm_surge_m,exposed_population,burned_area_ha,people_affected,duration_days,affected_area_km2,affected_country_count,dead,displaced,rapid_missing,rapid_few_people,rapid_unparsed,predicted_alert,prob_orange_or_red,severity_source,gdacs_alertlevel,country_iso2,country_name,key_industries,sector_etfs,sectors_from_kb,sectors_from_text
FL_0320,FL,2025-09-22,IN,Karnataka,,,True,5,"[23661, 23630, 23711, 22887, 23199]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0321,FL,2025-09-22,IN,Ahilyanagar,,,True,1,[23825],,,,,,,,50.0,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0322,FL,2025-09-23,IN,India,,,False,4,"[23253, 23662, 23830, 23015]",,,,,,,,,,,,12.0,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0323,FL,2025-09-23,IN,Raya,,,True,1,[23397],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0324,FL,2025-09-23,IN,Kolkata,,,True,2,"[23501, 23472]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['insurance']
FL_0325,FL,2025-09-24,IN,Nanded,,,True,1,[23597],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0326,FL,2025-09-24,IN,Andhra Pradesh,,,True,2,"[23621, 22980]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0327,FL,2025-09-24,IN,West Bengal,,,True,1,[23686],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0328,FL,2025-09-24,IN,Pune,,,True,1,[23900],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0329,FL,2025-09-25,IN,Odisha,,,True,1,[23923],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0330,FL,2025-09-25,IN,Kalaburagi,,,True,9,"[24023, 23445, 23777, 23095, 23129, 23804, 23709, 23772, 24270]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0331,FL,2025-09-26,IN,Uttarakhand,,,True,1,[23554],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0332,FL,2025-09-27,IN,Godavari,,,False,4,"[23531, 23679, 23023, 23868]",,,,,,,,,,,,,9800.0,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0333,FL,2025-09-28,IN,Maharashtra,,,True,1,[23109],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0334,FL,2025-09-28,IN,Yadgir,,,True,1,[23278],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0335,FL,2025-09-28,IN,Afzalpur,,,True,1,[23354],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0336,FL,2025-09-29,IN,Krishna,,,True,2,"[23899, 23431]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0337,FL,2025-09-30,IN,Ghaziabad,,,True,2,"[23901, 24740]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0338,FL,2025-09-30,IN,Karnataka,,,True,2,"[24286, 24522]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0339,FL,2025-10-01,IN,Vellore,,,True,1,[25536],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0340,FL,2025-10-03,IN,Belagavi,,,True,1,[24233],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0341,FL,2025-10-04,IN,Tirupattur,,,True,1,[24302],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0342,FL,2025-10-04,IN,Mumbai,,,True,1,[24735],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0343,FL,2025-10-05,IN,Kalaburagi,,,True,3,"[24062, 24029, 24462]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism', 'utilities']","['IAK', 'MOO', 'XHB', 'JETS', 'XLU']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['agriculture', 'utilities']"
FL_0344,FL,2025-10-05,IN,India,,,False,5,"[24201, 24087, 24742, 24774, 24224]",,,,,,,,,,,,70.0,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0345,FL,2025-10-05,IN,Darjeeling,,,False,3,"[24373, 24518, 24654]",,,,,,,,,,,,23.0,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0346,FL,2025-10-05,IN,Jalpaiguri,,,False,5,"[24520, 24399, 24626, 24120, 24315]",,,,,,,,,,,,40.0,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism', 'timber']","['IAK', 'MOO', 'XHB', 'JETS', 'WOOD']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['construction', 'timber']"
FL_0347,FL,2025-10-05,IN,Kolkata,,,True,1,[24667],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0348,FL,2025-10-06,IN,Bihar,,,True,2,"[24064, 24783]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0349,FL,2025-10-06,IN,West Bengal,,,False,6,"[24137, 24253, 24509, 24269, 24085, 24505]",,,,,,,,,,,,28.0,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism', 'timber']","['IAK', 'MOO', 'XHB', 'JETS', 'WOOD']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['tourism', 'timber']"
FL_0350,FL,2025-10-06,IN,Yadgir,,,True,1,[24434],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0351,FL,2025-10-06,IN,Krishnagiri,,,True,1,[24668],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0352,FL,2025-10-07,IN,Gujarat,,,True,1,[24282],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0353,FL,2025-10-07,IN,Alipurduar,,,True,1,[24448],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0354,FL,2025-10-07,IN,Himachal Pradesh,,,True,1,[24548],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0355,FL,2025-10-08,IN,Vijayapura,,,True,1,[24644],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0356,FL,2025-10-09,IN,Kerala,,,True,1,[24757],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0357,FL,2025-10-10,IN,Hosur,,,True,1,[24310],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0358,FL,2025-10-10,IN,Gurdaspur,,,True,1,[24317],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0359,FL,2025-10-11,IN,Dharmapuri,,,True,1,[24079],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0360,FL,2025-10-11,IN,Ludhiana,,,True,1,[24646],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0361,FL,2025-10-13,IN,Maharashtra,,,True,1,[24314],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0362,FL,2025-10-13,IN,Haryana,,,True,1,[24360],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0363,FL,2025-10-14,IN,Dhupguri,,,True,1,[24570],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0364,FL,2025-10-16,IN,Yamuna,,,True,1,[24301],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0365,FL,2025-10-18,IN,Amritsar,,,True,1,[24105],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0366,FL,2025-10-19,IN,Karnataka,,,True,3,"[24240, 24637, 24192]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0367,FL,2025-10-19,IN,Kerala,,,True,2,"[24683, 24579]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0368,FL,2025-10-20,IN,Kannur,,,True,1,[24346],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0369,FL,2025-10-20,IN,India,,,True,2,"[24603, 24128]",,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0370,FL,2025-10-21,IN,Erode,,,True,1,[24089],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0371,FL,2025-10-21,IN,Chikkamagaluru,,,True,1,[24618],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0372,FL,2025-10-21,IN,Yadgir,,,True,1,[24632],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0373,FL,2025-10-21,IN,Vijayapura,,,True,1,[24756],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0374,FL,2025-10-22,IN,Hassan,,,True,1,[24700],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0375,FL,2025-10-23,IN,Dharmapuri,,,True,1,[24209],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0376,FL,2025-10-23,IN,Bengaluru,,,True,1,[24372],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0377,FL,2025-10-23,IN,Mumbai,,,True,1,[24551],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0378,FL,2025-10-25,IN,Bihar,,,True,1,[24110],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0379,FL,2025-10-25,IN,Kochi,,,True,1,[24167],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0380,FL,2025-10-28,IN,Himachal Pradesh,,,True,1,[24054],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0381,FL,2025-10-28,IN,Gudiyatham,,,True,1,[24267],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0382,FL,2025-10-30,IN,Vijayawada,,,True,1,[24351],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0383,FL,2025-10-31,IN,Bengaluru,,,True,1,[24119],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism', 'manufacturing']","['IAK', 'MOO', 'XHB', 'JETS', 'XLI']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['manufacturing']
FL_0384,FL,2025-10-31,IN,Warangal,,,True,1,[24151],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0385,FL,2025-10-31,IN,Telangana,,,True,1,[24472],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0386,FL,2025-11-01,IN,Tiruchi,,,True,1,[24861],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0387,FL,2025-11-02,IN,Mumbai,,,True,1,[25195],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0388,FL,2025-11-03,IN,Bihar,,,True,1,[25592],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0389,FL,2025-11-22,IN,Banganapalle,,,True,1,[24949],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['construction']
FL_0390,FL,2025-11-25,IN,Ludhiana,,,True,1,[24886],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0391,FL,2025-11-27,IN,Karnataka,,,True,1,[24914],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0392,FL,2025-11-29,IN,India,,,True,1,[25235],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0393,FL,2025-11-29,IN,Dharmapuri,,,True,1,[25394],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0394,FL,2025-11-30,IN,Kalaburagi,,,True,1,[25953],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",['agriculture']
FL_0395,FL,2025-12-18,IN,Tinsukia,,,True,1,[26270],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0396,FL,2025-12-20,IN,India,,,True,1,[26175],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0397,FL,2025-12-22,IN,Bidar,,,True,1,[25697],,,,,,,,,,,,,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism', 'timber']","['IAK', 'MOO', 'XHB', 'JETS', 'WOOD']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['agriculture', 'timber']"
FL_0398,FL,2025-01-01,US,Los Angeles,,,True,1,[26053],,,,,,,,,,,,,,,,,green,,ml,,US,United States,"['insurance', 'agriculture', 'construction', 'utilities', 'energy']","['IAK', 'MOO', 'XHB', 'XLU', 'XLE']","['insurance', 'agriculture', 'construction', 'utilities', 'energy']",[]
FL_0399,FL,2025-01-04,US,Sonoma,,,True,1,[25799],,,,,,,,,,,,,,,,,green,,ml,,US,United States,"['insurance', 'agriculture', 'construction', 'utilities', 'energy']","['IAK', 'MOO', 'XHB', 'XLU', 'XLE']","['insurance', 'agriculture', 'construction', 'utilities', 'energy']",[]
FL_0400,FL,2025-01-20,US,San Diego,,,True,1,[22175],,,,,,,,,,,,,,,,,green,,ml,,US,United States,"['insurance', 'agriculture', 'construction', 'utilities', 'energy']","['IAK', 'MOO', 'XHB', 'XLU', 'XLE']","['insurance', 'agriculture', 'construction', 'utilities', 'energy']",[]
FL_0401,FL,2025-01-20,US,California,,,True,1,[22232],,,,,,,,,,,,,,,,,green,,ml,,US,United States,"['insurance', 'agriculture', 'construction', 'utilities', 'energy']","['IAK', 'MOO', 'XHB', 'XLU', 'XLE']","['insurance', 'agriculture', 'construction', 'utilities', 'energy']",[]
