event_id,event_type,event_date,primary_country,location_text,lat,lon,low_confidence,article_count,article_indices,rapidpopdescription,magnitude,depth,maximum_wind_speed_kmh,maximum_storm_surge_m,exposed_population,burned_area_ha,people_affected,duration_days,affected_area_km2,affected_country_count,dead,displaced,rapid_missing,rapid_few_people,rapid_unparsed,predicted_alert,prob_orange_or_red,severity_source,gdacs_alertlevel,country_iso2,country_name,key_industries,sector_etfs,sectors_from_kb,sectors_from_text
FL_0000,FL,2022-08-18,,Kaitāia,,,True,6,"[24414, 22621, 23350, 25803, 25815, 26151]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']","['construction', 'insurance']"
FL_0001,FL,2024-09-01,,Harsil,,,True,2,"[21561, 22267]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0002,FL,2024-10-29,,Dharali,,,True,2,"[24592, 22594]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0003,FL,2024-12-01,,the North Shore,,,False,7,"[22015, 22302, 23009, 23212, 23298, 23300, 22758]",,,,,,,,,,,,48.0,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0004,FL,2025-02-20,,North Lismore,,,True,2,"[22937, 24645]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0005,FL,2025-03-01,,Marathwada,,,True,3,"[23001, 23717, 24527]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0006,FL,2025-03-01,,Suicide,,,True,1,[24091],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0007,FL,2025-03-01,,the Buller River,,,True,1,[24653],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0008,FL,2025-03-20,,,,,True,2,"[21368, 21534]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0009,FL,2025-06-20,,the Bay of Plenty,,,True,2,"[25727, 26010]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0010,FL,2025-07-01,,New Mexico’s,,,True,2,"[25307, 22135]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0011,FL,2025-07-30,,Nepal-China,,,False,21,"[21214, 22034, 22415, 25048, 21606, 22194, 21668, 21930, 22324, 22401, 22437, 21689, 21716, 22279, 22454, 22851, 25807, 21265, 21674, 22134, 22280]",,,,,,,,,,,,,3168.0,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'tourism', 'utilities']","['IAK', 'MOO', 'XHB', 'JETS', 'XLU']","['insurance', 'agriculture', 'construction']","['construction', 'tourism', 'utilities']"
FL_0012,FL,2025-08-01,,Southeast,,,True,5,"[21275, 21837, 22118, 22332, 22398]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0013,FL,2025-08-01,,Bay of Plenty,,,True,3,"[21998, 22211, 22853]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0014,FL,2025-08-02,,Kendrapada,,,True,1,[22794],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0015,FL,2025-08-03,,Baitarani,,,True,1,[21782],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'utilities']","['IAK', 'MOO', 'XHB', 'XLU']","['insurance', 'agriculture', 'construction']",['utilities']
FL_0016,FL,2025-08-03,,Anjuna,,,True,1,[22310],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0017,FL,2025-08-05,,Mumfordganj,,,True,2,"[21375, 22871]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0018,FL,2025-08-05,,Dharali,,,True,2,"[21646, 22339]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0019,FL,2025-08-05,,Gangotri,,,True,2,"[21763, 22447]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0020,FL,2025-08-05,,South Bengal,,,True,1,[22074],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0021,FL,2025-08-05,,Kavilumpara,,,True,1,[22311],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0022,FL,2025-08-05,,Hong Kong’s,,,True,1,[22409],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0023,FL,2025-08-06,,Himayathsagar,,,True,1,[21413],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'utilities']","['IAK', 'MOO', 'XHB', 'XLU']","['insurance', 'agriculture', 'construction']",['utilities']
FL_0024,FL,2025-08-06,,Centre,,,True,1,[21568],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0025,FL,2025-08-06,,North and South Carolina,,,True,1,[22791],,,,,,,,,,,,,,,,,green,,ml,,AD,Andorra,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0026,FL,2025-08-10,,a Bay of Islands,,,True,4,"[21417, 22764, 21378, 21404]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'utilities']","['IAK', 'MOO', 'XHB', 'XLU']","['insurance', 'agriculture', 'construction']",['utilities']
FL_0027,FL,2025-08-10,,Ameerpet,,,True,1,[22572],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'utilities']","['IAK', 'MOO', 'XHB', 'XLU']","['insurance', 'agriculture', 'construction']",['utilities']
FL_0028,FL,2025-08-11,,Bhagirathi,,,False,5,"[21278, 22032, 21269, 22353, 22698]",,,,,,,,,,,,200.0,,,,,orange_or_red,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0029,FL,2025-08-12,,Sharma,,,True,2,"[21821, 22383]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0030,FL,2025-08-12,,Rishi Dogri Valley,,,True,1,[22220],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0031,FL,2025-08-12,,Thenmadimangalam,,,True,1,[22523],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0032,FL,2025-08-13,,Hamilton County,,,True,1,[22795],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0033,FL,2025-08-14,,Indian Kashmir,,,False,5,"[21554, 21222, 21731, 21754, 22046]",,,,,,,,,,,,60.0,,,,,green,,ml,,IN,India,"['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction', 'infrastructure', 'power', 'tourism']",[]
FL_0034,FL,2025-08-14,,Easter Island,,,True,1,[22092],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0035,FL,2025-08-16,,Caribbean,,,True,2,"[22182, 22650]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0036,FL,2025-08-17,,Uninav Heights,,,True,1,[21308],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0037,FL,2025-08-17,,Hatigaon,,,True,1,[21566],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0038,FL,2025-08-17,,Panarsa,,,True,1,[22156],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0039,FL,2025-08-17,,Kakki,,,True,1,[22783],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0040,FL,2025-08-18,,Kamareddy,,,True,2,"[21814, 22295]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0041,FL,2025-08-18,,the Tungabhadra River,,,True,3,"[22192, 21425, 22216]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0042,FL,2025-08-18,,Ameerpet,,,True,1,[22802],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0043,FL,2025-08-19,,Lake,,,True,1,[21268],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0044,FL,2025-08-19,,Garhi Fazil,,,True,1,[21940],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0045,FL,2025-08-19,,Parvatipuram-Manyam,,,True,1,[22304],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0046,FL,2025-08-19,,Chasoti,,,True,2,"[22412, 22797]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0047,FL,2025-08-20,,Europe,,,True,5,"[21411, 21553, 22348, 22458, 22870]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction']",['tourism']
FL_0048,FL,2025-08-20,,North Country Road,,,True,1,[23604],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0049,FL,2025-08-20,,Beas,,,True,2,"[24690, 22388]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0050,FL,2025-08-21,,Pākōwhai Rd,,,True,2,"[21997, 21539]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0051,FL,2025-08-22,,Neerukonda,,,True,3,"[22866, 21734, 22498]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0052,FL,2025-08-23,,West Vadodara,,,True,4,"[21492, 22030, 22286, 23862]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0053,FL,2025-08-23,,Chamoli,,,True,2,"[22812, 21357]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0054,FL,2025-08-24,,Sangam City,,,True,3,"[21428, 21322, 22270]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0055,FL,2025-08-24,,Pocharam,,,True,1,[22264],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0056,FL,2025-08-27,,Kamareddy,,,True,14,"[21254, 23484, 23486, 23509, 23668, 23716, 23780, 23927, 23088, 22772, 23160, 23369, 23480, 23748]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0057,FL,2025-08-28,,Nizamsagar,,,True,3,"[21241, 23627, 23740]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0058,FL,2025-08-28,,Beas,,,True,1,[21359],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0059,FL,2025-08-28,,the Deep South,,,True,1,[22550],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0060,FL,2025-08-28,,South Florida,,,True,1,[22565],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0061,FL,2025-08-28,,Rajanna,,,True,1,[22672],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0062,FL,2025-08-28,,Bengal,,,True,1,[22771],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0063,FL,2025-08-29,,Vishwamitri,,,True,7,"[21718, 23032, 23313, 23394, 23584, 23915, 23988]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0064,FL,2025-08-29,,Satluj,,,True,1,[22268],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0065,FL,2025-08-31,,Taliperu,,,False,8,"[22533, 23876, 24019, 23326, 23848, 23875, 23977, 24003]",,,,,,,,,,,,48.0,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'mining', 'timber']","['IAK', 'MOO', 'XHB', 'XME', 'WOOD']","['insurance', 'agriculture', 'construction']","['mining', 'agriculture', 'timber']"
FL_0066,FL,2025-09-01,,PM Modi,,,True,6,"[23052, 22875, 22876, 23186, 23293, 23400]",,,,,,,,,,,,,,,,,green,,ml,,PM,Saint Pierre and Miquelon,"['insurance', 'agriculture', 'construction', 'tourism']","['IAK', 'MOO', 'XHB', 'JETS']","['insurance', 'agriculture', 'construction']","['tourism', 'construction', 'agriculture']"
FL_0067,FL,2025-09-01,,Karanjot,,,False,1,[23177],,,,,,,,,,,,,150000.0,,,,orange_or_red,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0068,FL,2025-09-01,,colonies,,,True,1,[23446],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0069,FL,2025-09-02,,Nadigufa,,,True,4,"[23268, 23008, 23710, 24017]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0070,FL,2025-09-03,,Chhattisgarh,,,False,4,"[22879, 23636, 23063, 23827]",,,,,,,,,,,,4.0,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0071,FL,2025-09-03,,Centre,,,True,2,"[22924, 23324]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0072,FL,2025-09-03,,Kandriga Colony of Vijayawada,,,True,1,[23191],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0073,FL,2025-09-03,,Adilabad district,,,True,1,[23237],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'timber']","['IAK', 'MOO', 'XHB', 'WOOD']","['insurance', 'agriculture', 'construction']",['timber']
FL_0074,FL,2025-09-03,,Muang,,,True,1,[23589],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'timber']","['IAK', 'MOO', 'XHB', 'WOOD']","['insurance', 'agriculture', 'construction']",['timber']
FL_0075,FL,2025-09-03,,muddy,,,True,1,[24013],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0076,FL,2025-09-05,,Bollywood,,,True,5,"[23574, 22902, 23019, 23246, 23259]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0077,FL,2025-09-05,,Harjin,,,True,1,[23684],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0078,FL,2025-09-06,,the United Arab Emirates,,,True,2,"[23079, 23124]",,,,,,,,,,,,,,,,,green,,ml,,AE,United Arab Emirates,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0079,FL,2025-09-07,,Chatra district's,,,True,2,"[23051, 23576]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0080,FL,2025-09-07,,the Yamuna River's,,,True,1,[23131],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0081,FL,2025-09-07,,Kendrapada,,,True,2,"[23363, 23805]",,,,,,,,80000.0,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0082,FL,2025-09-07,,Tirthan valley,,,True,1,[23382],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'timber']","['IAK', 'MOO', 'XHB', 'WOOD']","['insurance', 'agriculture', 'construction']","['construction', 'timber']"
FL_0083,FL,2025-09-07,,Tandwa,,,True,1,[23457],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0084,FL,2025-09-07,,Pedestrian,,,True,1,[23648],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0085,FL,2025-09-08,,Uttam,,,True,4,"[23357, 23136, 23713, 23975]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['construction']
FL_0086,FL,2025-09-15,,Manipur,,,True,18,"[23125, 23577, 22890, 22940, 23151, 23314, 23341, 23599, 23729, 23842, 23121, 23282, 23378, 23286, 23343, 23516, 22910, 22945]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0087,FL,2025-09-15,,Moosarambagh,,,True,1,[23407],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0088,FL,2025-09-16,,Barak Valley,,,True,1,[24011],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0089,FL,2025-09-18,,Red Rock Canyon,,,False,4,"[23092, 23084, 23267, 23464]",,,,,,,,,,,,57.0,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0090,FL,2025-09-18,,Southern California,,,True,1,[23814],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'timber']","['IAK', 'MOO', 'XHB', 'WOOD']","['insurance', 'agriculture', 'construction']",['timber']
FL_0091,FL,2025-09-18,,Golaghat district,,,True,1,[23998],,,,,,,,24588.0,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0092,FL,2025-09-19,,Diamond City,,,True,3,"[23174, 23392, 24004]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0093,FL,2025-09-20,,Ang Thong,,,True,4,"[23126, 22893, 23380, 23870]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']","['agriculture', 'construction']"
FL_0094,FL,2025-09-20,,the Musi River,,,True,5,"[23391, 23295, 23471, 23342, 23743]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['agriculture']
FL_0095,FL,2025-09-20,,Antrim County Michigan,,,True,1,[23450],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0096,FL,2025-09-21,,Atlantic,,,True,4,"[23454, 23085, 23090, 23959]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0097,FL,2025-09-22,,Muang,,,True,1,[23680],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0098,FL,2025-09-23,,the Bay of,,,False,3,"[23692, 23271, 23964]",,,,,,,,,,,,10.0,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']","['insurance', 'agriculture']"
FL_0099,FL,2025-09-25,,East Coast,,,True,8,"[23292, 24036, 24287, 24456, 24591, 24670, 25715, 24285]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",['insurance']
FL_0100,FL,2025-09-25,,Marathwada,,,True,2,"[23319, 23499]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0101,FL,2025-09-25,,Scotts Ferry,,,True,2,"[23336, 23720]",,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0102,FL,2025-09-26,,Goblin Valley State,,,True,1,[23260],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
FL_0103,FL,2025-09-26,,Osmansagar,,,True,1,[23676],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'utilities']","['IAK', 'MOO', 'XHB', 'XLU']","['insurance', 'agriculture', 'construction']",['utilities']
FL_0104,FL,2025-09-27,,Peddapur,,,True,1,[22888],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction', 'utilities']","['IAK', 'MOO', 'XHB', 'XLU']","['insurance', 'agriculture', 'construction']",['utilities']
FL_0105,FL,2025-09-27,,San Diego County,,,True,1,[23384],,,,,,,,,,,,,,,,,green,,ml,,,,"['insurance', 'agriculture', 'construction']","['IAK', 'MOO', 'XHB']","['insurance', 'agriculture', 'construction']",[]
