eventid,eventtype,alertlevel,country,fromdate,todate,magnitude,depth,rapidpopdescription,maximum_wind_speed_kmh,maximum_storm_surge_m,exposed_population,duration_days,burned_area_ha,people_affected,affected_area_km2,affected_country_count,severity_level,severity_text
1531437,EQ,green,South Of Fiji Islands,2026-03-27T23:06:18,2026-03-27T23:06:18,4.5,544.2,Few people affected in MMI -,,,,,,,,,,
1531406,EQ,green,South Sandwich Islands Region,2026-03-27T20:10:43,2026-03-27T20:10:43,4.7,116.0,,,,,,,,,,,
1531381,EQ,green,Russia,2026-03-27T16:45:05,2026-03-27T16:45:05,4.9,36.6,Few people affected in MMI -,,,,,,,,,,
1531378,EQ,green,Japan,2026-03-27T15:24:33,2026-03-27T15:24:33,5.1,16.1,Few people affected in MMI -,,,,,,,,,,
1531368,EQ,green,Nicaragua,2026-03-27T14:55:43,2026-03-27T14:55:43,4.5,118.5,1.9 million in MMI III,,,,,,,,,,
1531333,EQ,green,Papua New Guinea,2026-03-27T07:46:12,2026-03-27T07:46:12,4.5,11.6,80 thousand in MMI>=IV,,,,,,,,,,
1531329,EQ,green,Pakistan,2026-03-27T07:35:46,2026-03-27T07:35:46,4.5,10.0,60 thousand in MMI>=IV,,,,,,,,,,
1531326,EQ,green,"Southeast Of Honshu, Japan",2026-03-27T06:57:49,2026-03-27T06:57:49,4.7,10.0,,,,,,,,,,,
1531304,EQ,green,Pakistan,2026-03-27T04:52:59,2026-03-27T04:52:59,5.0,10.0,10 thousand in MMI>=IV,,,,,,,,,,
1531303,EQ,green,Pakistan,2026-03-27T04:40:10,2026-03-27T04:40:10,5.0,10.0,20 thousand in MMI>=IV,,,,,,,,,,
1531302,EQ,green,Central East Pacific Rise,2026-03-27T03:59:54,2026-03-27T03:59:54,4.9,10.0,,,,,,,,,,,
1531260,EQ,green,Indonesia,2026-03-26T22:51:01,2026-03-26T22:51:01,5.7,53.9,20 thousand in MMI V,,,,,,,,,,
1531252,EQ,green,El Salvador,2026-03-26T22:11:08,2026-03-26T22:11:08,4.9,69.2,2.3 million in MMI IV,,,,,,,,,,
1531250,EQ,green,Russia,2026-03-26T21:49:26,2026-03-26T21:49:26,4.7,77.1,Few people affected in MMI>=III,,,,,,,,,,
1531238,EQ,green,Pakistan,2026-03-26T21:02:57,2026-03-26T21:02:57,5.3,10.0,Few people affected in MMI>=V,,,,,,,,,,
1531231,EQ,green,"Off East Coast Of Honshu, Japan",2026-03-26T19:56:31,2026-03-26T19:56:31,4.9,10.0,,,,,,,,,,,
1531224,EQ,green,China,2026-03-26T18:42:28,2026-03-26T18:42:28,4.5,10.0,590 thousand in MMI>=IV,,,,,,,,,,
1531215,EQ,green,Nicaragua,2026-03-26T17:15:44,2026-03-26T17:15:44,5.5,155.7,3.4 million in MMI IV,,,,,,,,,,
1531208,EQ,green,"Off East Coast Of Honshu, Japan",2026-03-26T16:20:32,2026-03-26T16:20:32,4.8,10.0,,,,,,,,,,,
1531205,EQ,green,"Off East Coast Of Honshu, Japan",2026-03-26T15:59:45,2026-03-26T15:59:45,4.6,10.0,,,,,,,,,,,
1531201,EQ,green,"Off East Coast Of Honshu, Japan",2026-03-26T14:47:05,2026-03-26T14:47:05,4.6,10.0,,,,,,,,,,,
1531196,EQ,green,Japan,2026-03-26T14:37:06,2026-03-26T14:37:06,4.6,10.0,Few people affected in MMI -,,,,,,,,,,
1531192,EQ,green,Japan,2026-03-26T14:18:50,2026-03-26T14:18:50,5.8,16.7,,,,,,,,,,,
1531166,EQ,green,Japan,2026-03-26T11:13:21,2026-03-26T11:13:21,4.7,10.0,40 thousand in MMI III,,,,,,,,,,
1531161,EQ,green,Mexico,2026-03-26T11:07:00,2026-03-26T11:07:00,5.1,112.3,590 thousand in MMI IV,,,,,,,,,,
1531158,EQ,green,Southeast Of Loyalty Islands,2026-03-26T09:08:34,2026-03-26T09:08:34,4.7,10.0,,,,,,,,,,,
1531147,EQ,green,Japan,2026-03-26T08:51:54,2026-03-26T08:51:54,4.6,45.3,Few people affected in MMI -,,,,,,,,,,
1531136,EQ,green,Japan,2026-03-26T07:37:53,2026-03-26T07:37:53,4.9,46.5,320 thousand in MMI III,,,,,,,,,,
1531123,EQ,green,Indonesia,2026-03-26T05:32:24,2026-03-26T05:32:24,,,,,,,,,,,,,
1531115,EQ,green,Indonesia,2026-03-26T04:39:50,2026-03-26T04:39:50,,,,,,,,,,,,,
1531073,EQ,green,Balleny Islands Region,2026-03-26T01:06:18,2026-03-26T01:06:18,5.3,10.0,,,,,,,,,,,
1531063,EQ,green,Russia,2026-03-25T22:25:17,2026-03-25T22:25:17,5.0,26.5,Few people affected in MMI -,,,,,,,,,,
1531060,EQ,green,Papua New Guinea,2026-03-25T21:25:19,2026-03-25T21:25:19,4.9,86.7,8 thousand in MMI IV,,,,,,,,,,
1531047,EQ,green,South Of Fiji Islands,2026-03-25T20:05:47,2026-03-25T20:05:47,4.5,538.5,Few people affected in MMI -,,,,,,,,,,
1531034,EQ,green,Greece,2026-03-25T19:08:24,2026-03-25T19:08:24,4.9,10.0,20 thousand in MMI>=IV,,,,,,,,,,
1531014,EQ,green,Russia,2026-03-25T15:42:48,2026-03-25T15:42:48,4.7,10.0,Few people affected in MMI -,,,,,,,,,,
1531012,EQ,green,Solomon Is.,2026-03-25T15:33:17,2026-03-25T15:33:17,,,,,,,,,,,,,
1531010,EQ,green,Mid-Indian Ridge,2026-03-25T14:35:37,2026-03-25T14:35:37,4.7,10.0,,,,,,,,,,,
1530986,EQ,green,Russia,2026-03-25T11:48:37,2026-03-25T11:48:37,,,,,,,,,,,,,
1530975,EQ,green,Papua New Guinea,2026-03-25T10:59:33,2026-03-25T10:59:33,,,,,,,,,,,,,
1530969,EQ,green,Tonga,2026-03-25T10:17:29,2026-03-25T10:17:29,,,,,,,,,,,,,
1530967,EQ,green,Tonga,2026-03-25T10:10:59,2026-03-25T10:10:59,5.6,198.3,1 thousand in MMI>=III,,,,,,,,,,
1530951,EQ,green,Tonga,2026-03-25T07:35:09,2026-03-25T07:35:09,4.6,238.8,Few people affected in MMI -,,,,,,,,,,
1530915,EQ,green,Tonga,2026-03-25T02:24:39,2026-03-25T02:24:39,4.9,212.0,Few people affected in MMI -,,,,,,,,,,
1530889,EQ,green,Papua New Guinea,2026-03-24T22:59:03,2026-03-24T22:59:03,4.5,174.2,170 thousand in MMI III,,,,,,,,,,
1530885,EQ,green,Russia,2026-03-24T22:35:49,2026-03-24T22:35:49,4.9,10.0,Few people affected in MMI -,,,,,,,,,,
1530879,EQ,green,Tonga,2026-03-24T21:57:36,2026-03-24T21:57:36,4.6,268.1,Few people affected in MMI -,,,,,,,,,,
1530870,EQ,green,United States,2026-03-24T20:59:35,2026-03-24T20:59:35,5.5,15.8,,,,,,,,,,,
1530869,EQ,green,Mid-Indian Ridge,2026-03-24T20:47:59,2026-03-24T20:47:59,4.9,10.0,,,,,,,,,,,
1530851,EQ,green,United States,2026-03-24T16:43:29,2026-03-24T16:43:29,4.9,23.3,Few people affected in MMI -,,,,,,,,,,
1530799,EQ,green,Chile,2026-03-24T09:07:19,2026-03-24T09:07:19,4.6,24.0,80 thousand in MMI III,,,,,,,,,,
1530798,EQ,green,South Of Fiji Islands,2026-03-24T08:34:38,2026-03-24T08:34:38,4.7,489.9,Few people affected in MMI -,,,,,,,,,,
1530791,EQ,green,Tonga,2026-03-24T06:45:57,2026-03-24T06:45:57,4.6,192.9,Few people affected in MMI -,,,,,,,,,,
1530783,EQ,green,Tonga,2026-03-24T05:22:24,2026-03-24T05:22:24,5.2,216.1,Few people affected in MMI -,,,,,,,,,,
1530786,EQ,green,Tonga Islands,2026-03-24T05:18:32,2026-03-24T05:18:32,4.9,230.0,,,,,,,,,,,
1530770,EQ,green,Tonga,2026-03-24T04:37:50,2026-03-24T04:37:50,7.6,236.7,20 thousand in MMI VI,,,,,,,,,,
1530740,EQ,green,Tonga,2026-03-24T00:30:04,2026-03-24T00:30:04,4.9,10.0,1 thousand in MMI III,,,,,,,,,,
1530735,EQ,green,"Southeast Of Honshu, Japan",2026-03-23T23:49:10,2026-03-23T23:49:10,4.9,10.0,,,,,,,,,,,
1530742,EQ,green,"Southeast Of Honshu, Japan",2026-03-23T23:47:17,2026-03-23T23:47:17,4.5,10.0,,,,,,,,,,,
1530741,EQ,green,Tonga,2026-03-23T23:07:04,2026-03-23T23:07:04,4.8,10.0,1 thousand in MMI III,,,,,,,,,,
1530730,EQ,green,Chile,2026-03-23T22:52:18,2026-03-23T22:52:18,4.9,16.3,290 thousand in MMI III,,,,,,,,,,
1530728,EQ,green,Chile,2026-03-23T22:19:19,2026-03-23T22:19:19,4.6,27.6,130 thousand in MMI III,,,,,,,,,,
1530643,EQ,green,Japan,2026-03-23T12:39:46,2026-03-23T12:39:46,4.6,39.9,6 thousand in MMI II,,,,,,,,,,
1530634,EQ,green,Indonesia,2026-03-23T11:25:02,2026-03-23T11:25:02,4.6,92.1,70 thousand in MMI III,,,,,,,,,,
1530626,EQ,green,Japan,2026-03-23T09:59:38,2026-03-23T09:59:38,4.7,10.4,50 thousand in MMI III,,,,,,,,,,
1530616,EQ,green,Samoa Islands Region,2026-03-23T08:44:29,2026-03-23T08:44:29,4.9,10.0,,,,,,,,,,,
1530599,EQ,green,Tonga,2026-03-23T06:02:45,2026-03-23T06:02:45,5.8,10.0,1 thousand in MMI>=III,,,,,,,,,,
1530593,EQ,green,Tonga Islands Region,2026-03-23T04:23:00,2026-03-23T04:23:00,4.9,10.0,,,,,,,,,,,
1530589,EQ,green,Vanuatu,2026-03-23T03:48:01,2026-03-23T03:48:01,4.5,10.0,3 thousand in MMI II,,,,,,,,,,
1530577,EQ,green,United States,2026-03-23T02:04:45,2026-03-23T02:04:45,4.5,5.0,,,,,,,,,,,
1530564,EQ,green,Northern Mid-Atlantic Ridge,2026-03-23T01:41:37,2026-03-23T01:41:37,5.1,10.0,,,,,,,,,,,
1530563,EQ,green,Western Indian-Antarctic Ridge,2026-03-23T01:29:33,2026-03-23T01:29:33,5.2,10.0,,,,,,,,,,,
1530547,EQ,green,Tonga,2026-03-22T22:26:15,2026-03-22T22:26:15,5.7,81.2,,,,,,,,,,,
1530543,EQ,green,"Fox Islands, Aleutian Islands",2026-03-22T22:13:54,2026-03-22T22:13:54,4.5,618.3,Few people affected in MMI -,,,,,,,,,,
1530542,EQ,green,United States,2026-03-22T22:11:50,2026-03-22T22:11:50,4.5,19.2,,,,,,,,,,,
1530530,EQ,green,Solomon Is.,2026-03-22T20:01:22,2026-03-22T20:01:22,4.9,10.0,1 thousand in MMI>=II,,,,,,,,,,
1530514,EQ,green,Fiji,2026-03-22T18:09:27,2026-03-22T18:09:27,5.3,496.6,4 thousand in MMI II,,,,,,,,,,
1530509,EQ,green,"Off E. Coast Of N. Island, N.Z.",2026-03-22T17:06:35,2026-03-22T17:06:35,4.9,66.3,,,,,,,,,,,
1530505,EQ,green,Samoa,2026-03-22T16:23:14,2026-03-22T16:23:14,4.8,10.0,4 thousand in MMI II,,,,,,,,,,
1530493,EQ,green,Tonga,2026-03-22T16:00:18,2026-03-22T16:00:18,5.6,10.0,Few people affected in MMI -,,,,,,,,,,
1530490,EQ,green,Samoa,2026-03-22T15:30:37,2026-03-22T15:30:37,6.3,10.0,,,,,,,,,,,
1530488,EQ,green,Samoa,2026-03-22T15:27:56,2026-03-22T15:27:56,6.2,79.7,,,,,,,,,,,
1530485,EQ,green,Indonesia,2026-03-22T15:08:58,2026-03-22T15:08:58,4.5,118.0,2 thousand in MMI III,,,,,,,,,,
1530499,EQ,green,Peru,2026-03-22T15:06:17,2026-03-22T15:06:17,4.6,174.0,1.2 million in MMI II,,,,,,,,,,
1530510,EQ,green,Samoa Islands Region,2026-03-22T14:08:10,2026-03-22T14:08:10,4.7,10.0,,,,,,,,,,,
1530462,EQ,green,United States,2026-03-22T12:04:23,2026-03-22T12:04:23,4.6,5.0,,,,,,,,,,,
1530461,EQ,green,South Sandwich Islands Region,2026-03-22T11:39:46,2026-03-22T11:39:46,5.1,77.5,,,,,,,,,,,
1530449,EQ,green,Japan,2026-03-22T08:56:06,2026-03-22T08:56:06,4.5,94.6,420 thousand in MMI III,,,,,,,,,,
1530447,EQ,green,Off East Coast Of Kamchatka,2026-03-22T08:14:35,2026-03-22T08:14:35,4.7,38.3,,,,,,,,,,,
1530442,EQ,green,Russia,2026-03-22T08:07:13,2026-03-22T08:07:13,4.7,38.6,Few people affected in MMI>=II,,,,,,,,,,
1530440,EQ,green,Chile,2026-03-22T08:02:54,2026-03-22T08:02:54,4.8,137.9,370 thousand in MMI III,,,,,,,,,,
1530435,EQ,green,Off East Coast Of Kamchatka,2026-03-22T07:19:58,2026-03-22T07:19:58,5.1,10.0,,,,,,,,,,,
1530425,EQ,green,Tonga,2026-03-22T06:15:36,2026-03-22T06:15:36,6.2,10.0,1 thousand in MMI IV,,,,,,,,,,
1530424,EQ,green,Southwest Indian Ridge,2026-03-22T06:08:37,2026-03-22T06:08:37,5.0,10.0,,,,,,,,,,,
1530415,EQ,green,United States,2026-03-22T05:35:56,2026-03-22T05:35:56,6.0,11.9,Few people affected in MMI -,,,,,,,,,,
1530427,EQ,green,Northern Mid-Atlantic Ridge,2026-03-22T05:26:16,2026-03-22T05:26:16,4.5,10.0,,,,,,,,,,,
1530407,EQ,green,Indonesia,2026-03-22T03:51:48,2026-03-22T03:51:48,4.7,35.0,30 thousand in MMI II,,,,,,,,,,
1530405,EQ,green,Central East Pacific Rise,2026-03-22T03:03:45,2026-03-22T03:03:45,5.4,10.0,,,,,,,,,,,
1530387,EQ,green,Southwest Indian Ridge,2026-03-22T00:14:49,2026-03-22T00:14:49,4.7,10.0,,,,,,,,,,,
1530361,EQ,green,Kermadec Islands Region,2026-03-21T20:07:25,2026-03-21T20:07:25,5.0,302.2,,,,,,,,,,,
1530357,EQ,green,Bolivia,2026-03-21T19:47:09,2026-03-21T19:47:09,4.5,232.5,100 thousand in MMI I,,,,,,,,,,
1530344,EQ,green,Indonesia,2026-03-21T18:08:53,2026-03-21T18:08:53,5.1,10.0,690 thousand in MMI III,,,,,,,,,,
1530329,EQ,green,Northwest Of Kuril Islands,2026-03-21T15:21:49,2026-03-21T15:21:49,4.6,338.5,,,,,,,,,,,
1530299,EQ,green,Northern Mid-Atlantic Ridge,2026-03-21T12:16:46,2026-03-21T12:16:46,6.9,1.0,,,,,,,,,,,
1530298,EQ,green,Japan,2026-03-21T11:53:16,2026-03-21T11:53:16,4.5,39.1,6 thousand in MMI II,,,,,,,,,,
1530294,EQ,green,Japan,2026-03-21T11:12:04,2026-03-21T11:12:04,5.4,25.5,6 thousand in MMI III,,,,,,,,,,
1530444,EQ,green,Southern East Pacific Rise,2026-03-21T10:35:53,2026-03-21T10:35:53,5.4,10.0,,,,,,,,,,,
1530290,EQ,green,"Kermadec Islands, New Zealand",2026-03-21T10:25:58,2026-03-21T10:25:58,5.0,10.0,,,,,,,,,,,
1530285,EQ,green,Argentina,2026-03-21T10:00:37,2026-03-21T10:00:37,5.6,192.6,20 thousand in MMI III,,,,,,,,,,
1530261,EQ,green,Fiji Islands Region,2026-03-21T05:56:06,2026-03-21T05:56:06,4.9,502.6,Few people affected in MMI -,,,,,,,,,,
1530249,EQ,green,Vanuatu,2026-03-21T04:15:27,2026-03-21T04:15:27,4.5,36.2,70 thousand in MMI III,,,,,,,,,,
1530245,EQ,green,Vanuatu,2026-03-21T03:21:00,2026-03-21T03:21:00,5.8,10.0,60 thousand in MMI IV,,,,,,,,,,
1530244,EQ,green,Afghanistan,2026-03-21T02:01:50,2026-03-21T02:01:50,4.5,89.5,9.1 million in MMI III,,,,,,,,,,
1530222,EQ,green,Italy,2026-03-21T01:46:05,2026-03-21T01:46:05,5.2,10.0,10 thousand in MMI>=IV,,,,,,,,,,
1530238,EQ,green,Russia,2026-03-21T01:28:25,2026-03-21T01:28:25,4.6,35.0,Few people affected in MMI -,,,,,,,,,,
1530214,EQ,green,Eastern Gulf Of Aden,2026-03-21T00:31:30,2026-03-21T00:31:30,4.5,10.0,,,,,,,,,,,
1530204,EQ,green,Greece,2026-03-20T23:31:21,2026-03-20T23:31:21,4.5,10.0,20 thousand in MMI>=IV,,,,,,,,,,
1530185,EQ,green,Japan,2026-03-20T21:19:21,2026-03-20T21:19:21,4.6,59.7,50 thousand in MMI IV,,,,,,,,,,
1530181,EQ,green,Chile,2026-03-20T20:06:52,2026-03-20T20:06:52,4.7,11.3,290 thousand in MMI II,,,,,,,,,,
1530183,EQ,green,Vanuatu,2026-03-20T19:55:20,2026-03-20T19:55:20,4.6,10.0,7 thousand in MMI III,,,,,,,,,,
1530173,EQ,green,Papua New Guinea,2026-03-20T18:32:09,2026-03-20T18:32:09,4.7,115.1,540 thousand in MMI>=III,,,,,,,,,,
1530153,EQ,green,Chile,2026-03-20T15:30:45,2026-03-20T15:30:45,4.6,57.5,1.3 million in MMI III,,,,,,,,,,
1530149,EQ,green,Fiji,2026-03-20T14:45:25,2026-03-20T14:45:25,4.9,593.3,1 thousand in MMI I,,,,,,,,,,
1530164,EQ,green,Papua New Guinea,2026-03-20T13:57:26,2026-03-20T13:57:26,4.8,56.3,20 thousand in MMI III,,,,,,,,,,
1530121,EQ,green,Taiwan,2026-03-20T13:32:41,2026-03-20T13:32:41,4.9,29.1,310 thousand in MMI IV,,,,,,,,,,
1530114,EQ,green,Indonesia,2026-03-20T12:28:09,2026-03-20T12:28:09,4.9,10.0,4 thousand in MMI IV,,,,,,,,,,
1530094,EQ,green,Greece,2026-03-20T09:40:45,2026-03-20T09:40:45,4.9,10.0,20 thousand in MMI V,,,,,,,,,,
1530090,EQ,green,Greece,2026-03-20T09:05:32,2026-03-20T09:05:32,4.7,10.0,170 thousand in MMI>=IV,,,,,,,,,,
1530085,EQ,green,Chile,2026-03-20T07:32:31,2026-03-20T07:32:31,4.5,106.0,20 thousand in MMI III,,,,,,,,,,
1530075,EQ,green,Peru,2026-03-20T05:30:09,2026-03-20T05:30:09,4.6,10.0,3 thousand in MMI III,,,,,,,,,,
1530062,EQ,green,Northern Mid-Atlantic Ridge,2026-03-20T05:00:26,2026-03-20T05:00:26,4.9,10.0,,,,,,,,,,,
1530050,EQ,green,Japan,2026-03-20T03:35:09,2026-03-20T03:35:09,4.7,15.1,1.3 million in MMI III,,,,,,,,,,
1530035,EQ,green,Vanuatu,2026-03-20T02:30:33,2026-03-20T02:30:33,6.1,10.0,20 thousand in MMI IV,,,,,,,,,,
1530018,EQ,green,Greece,2026-03-20T01:49:42,2026-03-20T01:49:42,4.6,10.0,1 thousand in MMI VI,,,,,,,,,,
1530014,EQ,green,South Shetland Islands,2026-03-20T01:15:54,2026-03-20T01:15:54,5.1,10.0,,,,,,,,,,,
1530009,EQ,green,South Shetland Islands,2026-03-20T00:22:02,2026-03-20T00:22:02,7.0,17.2,,,,,,,,,,,
1530006,EQ,green,Fiji,2026-03-19T23:57:23,2026-03-19T23:57:23,4.7,525.4,3 thousand in MMI I,,,,,,,,,,
1530004,EQ,green,Colombia,2026-03-19T23:41:41,2026-03-19T23:41:41,4.5,171.8,2.3 million in MMI II,,,,,,,,,,
1529996,EQ,green,Anguilla,2026-03-19T22:46:47,2026-03-19T22:46:47,5.2,10.0,80 thousand in MMI III,,,,,,,,,,
1530081,EQ,green,Papua New Guinea,2026-03-19T20:58:33,2026-03-19T20:58:33,4.6,58.0,60 thousand in MMI>=III,,,,,,,,,,
1529980,EQ,green,Russia,2026-03-19T19:10:54,2026-03-19T19:10:54,4.8,10.0,Few people affected in MMI -,,,,,,,,,,
1529971,EQ,green,Russia,2026-03-19T17:41:38,2026-03-19T17:41:38,4.7,10.0,Few people affected in MMI>=II,,,,,,,,,,
1529953,EQ,green,South Of Fiji Islands,2026-03-19T15:00:31,2026-03-19T15:00:31,4.8,533.7,Few people affected in MMI -,,,,,,,,,,
1529945,EQ,green,Russia,2026-03-19T13:43:37,2026-03-19T13:43:37,4.8,54.4,Few people affected in MMI>=II,,,,,,,,,,
1529928,EQ,green,Russia,2026-03-19T13:17:15,2026-03-19T13:17:15,4.5,39.2,Few people affected in MMI -,,,,,,,,,,
1529918,EQ,green,Kuril Islands,2026-03-19T12:48:49,2026-03-19T12:48:49,5.2,10.0,,,,,,,,,,,
1529903,EQ,green,South Of Panama,2026-03-19T11:36:45,2026-03-19T11:36:45,5.4,10.0,,,,,,,,,,,
1529871,EQ,green,Russia,2026-03-19T07:43:31,2026-03-19T07:43:31,5.6,37.6,Few people affected in MMI -,,,,,,,,,,
1529866,EQ,green,Mid-Indian Ridge,2026-03-19T06:26:36,2026-03-19T06:26:36,5.0,10.0,,,,,,,,,,,
1529842,EQ,green,South Sandwich Islands Region,2026-03-19T02:07:29,2026-03-19T02:07:29,5.1,35.0,,,,,,,,,,,
1529808,EQ,green,Cuba,2026-03-18T22:07:55,2026-03-18T22:07:55,4.5,11.0,150 thousand in MMI III,,,,,,,,,,
1529796,EQ,green,Japan,2026-03-18T21:23:02,2026-03-18T21:23:02,4.7,64.4,10 thousand in MMI IV,,,,,,,,,,
1529790,EQ,green,Fiji,2026-03-18T20:51:06,2026-03-18T20:51:06,4.8,572.5,Few people affected in MMI>=-,,,,,,,,,,
1529766,EQ,green,Guatemala,2026-03-18T17:35:31,2026-03-18T17:35:31,5.0,10.0,10 thousand in MMI VI,,,,,,,,,,
1529748,EQ,green,Mid-Indian Ridge,2026-03-18T14:51:10,2026-03-18T14:51:10,4.8,10.0,,,,,,,,,,,
1529894,EQ,green,Tajikistan,2026-03-18T14:24:51,2026-03-18T14:24:51,4.5,117.4,30 thousand in MMI III,,,,,,,,,,
1529722,EQ,green,Mid-Indian Ridge,2026-03-18T12:19:53,2026-03-18T12:19:53,4.6,10.0,,,,,,,,,,,
1529719,EQ,green,Mid-Indian Ridge,2026-03-18T12:11:54,2026-03-18T12:11:54,4.9,10.0,,,,,,,,,,,
1529867,EQ,green,Mid-Indian Ridge,2026-03-18T12:06:34,2026-03-18T12:06:34,4.6,10.0,,,,,,,,,,,
1529708,EQ,green,Mid-Indian Ridge,2026-03-18T11:10:59,2026-03-18T11:10:59,5.2,10.0,,,,,,,,,,,
1529701,EQ,green,"Southeast Of Honshu, Japan",2026-03-18T10:08:43,2026-03-18T10:08:43,4.8,10.0,,,,,,,,,,,
1529672,EQ,green,Mariana Islands,2026-03-18T06:04:30,2026-03-18T06:04:30,4.7,327.3,,,,,,,,,,,
1529659,EQ,green,"Rat Islands, Aleutian Islands",2026-03-18T04:36:32,2026-03-18T04:36:32,5.2,12.8,,,,,,,,,,,
1529623,EQ,green,Vanuatu,2026-03-17T23:27:57,2026-03-17T23:27:57,4.9,84.4,20 thousand in MMI IV,,,,,,,,,,
1529621,EQ,green,Spain,2026-03-17T23:24:54,2026-03-17T23:24:54,4.5,75.7,3.1 million in MMI III,,,,,,,,,,
1529602,EQ,green,Japan,2026-03-17T21:13:32,2026-03-17T21:13:32,4.5,35.0,450 thousand in MMI>=II,,,,,,,,,,
1529594,EQ,green,Costa Rica,2026-03-17T20:25:33,2026-03-17T20:25:33,4.6,49.4,330 thousand in MMI IV,,,,,,,,,,
1529590,EQ,green,Ascension Island Region,2026-03-17T19:53:57,2026-03-17T19:53:57,5.0,10.0,,,,,,,,,,,
1529687,EQ,green,Vanuatu Islands Region,2026-03-17T19:19:08,2026-03-17T19:19:08,4.7,10.0,,,,,,,,,,,
1529565,EQ,green,"Rat Islands, Aleutian Islands",2026-03-17T16:21:38,2026-03-17T16:21:38,5.3,11.1,,,,,,,,,,,
1529545,EQ,green,Russia,2026-03-17T14:32:46,2026-03-17T14:32:46,5.0,43.5,Few people affected in MMI -,,,,,,,,,,
1529544,EQ,green,South Of Kermadec Islands,2026-03-17T14:18:00,2026-03-17T14:18:00,5.1,10.0,,,,,,,,,,,
1529510,EQ,green,Papua New Guinea,2026-03-17T11:33:48,2026-03-17T11:33:48,4.8,10.0,1 thousand in MMI>=III,,,,,,,,,,
1529508,EQ,green,Russian Federation,2026-03-17T11:05:45,2026-03-17T11:05:45,4.9,10.0,2 thousand in MMI>=V,,,,,,,,,,
1529476,EQ,green,Islamic Republic of Iran,2026-03-17T06:59:41,2026-03-17T06:59:41,4.5,10.0,80 thousand in MMI>=IV,,,,,,,,,,
1529462,EQ,green,Cuba,2026-03-17T04:44:09,2026-03-17T04:44:09,4.7,10.0,450 thousand in MMI III,,,,,,,,,,
1529460,EQ,green,Papua New Guinea,2026-03-17T04:38:53,2026-03-17T04:38:53,4.5,450.0,160 thousand in MMI I,,,,,,,,,,
1529453,EQ,green,Cuba,2026-03-17T04:28:25,2026-03-17T04:28:25,5.8,11.6,30 thousand in MMI V,,,,,,,,,,
1529445,EQ,green,Russia,2026-03-17T03:24:56,2026-03-17T03:24:56,4.9,27.9,Few people affected in MMI -,,,,,,,,,,
1529412,EQ,green,Indonesia,2026-03-16T23:06:42,2026-03-16T23:06:42,4.8,157.7,10 thousand in MMI III,,,,,,,,,,
1529383,EQ,green,Philippines,2026-03-16T19:10:01,2026-03-16T19:10:01,4.5,83.2,50 thousand in MMI IV,,,,,,,,,,
1529362,EQ,green,Indonesia,2026-03-16T16:01:14,2026-03-16T16:01:14,4.7,80.8,1.1 million in MMI>=III,,,,,,,,,,
1529340,EQ,green,Russia,2026-03-16T13:44:32,2026-03-16T13:44:32,4.8,43.0,Few people affected in MMI -,,,,,,,,,,
1529335,EQ,green,Balleny Islands Region,2026-03-16T13:01:42,2026-03-16T13:01:42,5.4,10.0,,,,,,,,,,,
1529330,EQ,green,Indonesia,2026-03-16T11:53:25,2026-03-16T11:53:25,4.9,10.0,10 thousand in MMI>=IV,,,,,,,,,,
1529329,EQ,green,Indonesia,2026-03-16T11:41:58,2026-03-16T11:41:58,4.9,79.6,110 thousand in MMI IV,,,,,,,,,,
1529328,EQ,green,Japan,2026-03-16T11:37:49,2026-03-16T11:37:49,4.6,122.0,18.7 million in MMI III,,,,,,,,,,
1529317,EQ,green,Peru,2026-03-16T09:19:11,2026-03-16T09:19:11,4.6,25.5,3 thousand in MMI V,,,,,,,,,,
1529306,EQ,green,Chile,2026-03-16T06:59:13,2026-03-16T06:59:13,5.0,101.7,1.2 million in MMI III,,,,,,,,,,
1529301,EQ,green,Eastern Mediterranean Sea,2026-03-16T06:46:22,2026-03-16T06:46:22,4.9,35.0,,,,,,,,,,,
1529337,EQ,green,South Of Kermadec Islands,2026-03-16T06:39:32,2026-03-16T06:39:32,4.8,10.0,,,,,,,,,,,
1529248,EQ,green,United States,2026-03-15T22:45:53,2026-03-15T22:45:53,4.6,10.0,,,,,,,,,,,
1529224,EQ,green,Japan,2026-03-15T18:56:54,2026-03-15T18:56:54,4.9,43.0,90 thousand in MMI III,,,,,,,,,,
1529223,EQ,green,Japan,2026-03-15T18:39:12,2026-03-15T18:39:12,4.7,32.9,1.2 million in MMI III,,,,,,,,,,
1529213,EQ,green,"Off East Coast Of Honshu, Japan",2026-03-15T16:32:41,2026-03-15T16:32:41,4.8,37.9,,,,,,,,,,,
1529182,EQ,green,Off Coast Of Southern Chile,2026-03-15T12:54:07,2026-03-15T12:54:07,4.6,10.0,,,,,,,,,,,
1529178,EQ,green,Russian Federation,2026-03-15T12:09:26,2026-03-15T12:09:26,4.5,93.2,3 thousand in MMI III,,,,,,,,,,
1529160,EQ,green,Off Coast Of Southern Chile,2026-03-15T08:28:37,2026-03-15T08:28:37,5.3,10.0,,,,,,,,,,,
1529159,EQ,green,Taiwan,2026-03-15T08:14:55,2026-03-15T08:14:55,4.8,27.7,390 thousand in MMI IV,,,,,,,,,,
1529140,EQ,green,Japan,2026-03-15T05:06:06,2026-03-15T05:06:06,4.8,94.9,9.6 million in MMI IV,,,,,,,,,,
